feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF00323,"During my trip, The interchange process was smooth and well signposted.",5,Line 2A,Goregaon West,2026-02-21,Daily commute,Connectivity,last_mile,Positive,0.79,Low,Working professional,Not Required,English,Synthetic Survey,trip interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00324,"Today, The coach was extremely crowded during peak hours.",3,Line 6,Vikhroli,2026-06-18,Tourism,Crowding,peak_hour_crowding,Neutral,0.02,Medium,General,Not Required,English,Synthetic Review,today coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00325,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Kanjurmarg,2026-05-31,Other,Delay,missed_connection,Negative,-0.43,High,General,In Review,English,Synthetic Review,today frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF00326,"Today, The ticket price feels expensive for a short journey.",2,Line 6,Swami Samarth Nagar,2026-02-18,Daily commute,Fare,fare_value,Negative,-0.4,High,Senior citizen,Resolved,English,Synthetic Review,today ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00327,The metro connection to other transport was convenient.,5,Line 1,Ghatkopar,2026-06-16,Other,Connectivity,last_mile,Positive,0.81,Low,Senior citizen,Not Required,English,Synthetic Review,metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF00328,"During my trip, Better last-mile connectivity would help passengers.",4,Line 7,Goregaon East,2026-05-04,Other,Connectivity,interchange,Positive,0.66,Low,Tourist,Resolved,English,Synthetic Complaint,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00329,"During my trip, Better last-mile connectivity would help passengers.",4,Line 7,Mogharpada,2026-04-25,Other,Connectivity,last_mile,Positive,0.69,Low,Tourist,Resolved,English,Synthetic Survey,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00330,"In my experience, Please train staff to respond more politely to passengers.",3,Line 2A,Dahisar East,2026-07-30,Other,Staff Behaviour,staff_politeness,Neutral,0.04,Medium,Student,Not Required,English,Synthetic Survey,experience please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF00331,"During my trip, The fare is reasonable for the service provided.",4,Line 3,BKC,2026-05-14,Tourism,Fare,fare_complaint,Positive,0.7,Low,Student,Resolved,English,Synthetic Complaint,trip fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00332,Crowding near the doors made boarding difficult.,2,Line 6,Swami Samarth Nagar,2026-02-13,Tourism,Crowding,platform_crowding,Negative,-0.44,High,Senior citizen,Open,English,Synthetic Complaint,crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00333,The station staff were polite and helpful.,5,Line 1,Versova,2026-07-08,College,Staff Behaviour,security_assistance,Positive,0.86,Low,Tourist,Resolved,English,Synthetic Survey,station staff polite helpful,5,Station Staff Behavior & Security
MPF00334,"In my experience, The interchange process was smooth and well signposted.",5,Line 1,Andheri,2026-05-28,College,Connectivity,interchange,Positive,0.69,Low,Working professional,Not Required,English,Synthetic Review,experience interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00335,The fare is reasonable for the service provided.,5,Line 7,Dindoshi,2026-04-07,Daily commute,Fare,frequent_commuter_cost,Positive,0.67,Low,General,Resolved,Hinglish,Synthetic Review,fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00336,"Today, Please improve passenger safety near the platform edge.",3,Line 3,MIDC,2026-07-21,Shopping,Safety,platform_safety,Neutral,0.07,Medium,Student,Resolved,English,Synthetic Complaint,today please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00337,"In my experience, Good value for money compared with other transport options.",4,Line 2A,Kandarpada,2026-07-30,College,Fare,fare_complaint,Positive,0.83,Low,Working professional,Resolved,English,Synthetic Complaint,experience good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00338,"During my trip, Crowding near the doors made boarding difficult.",2,Line 1,Ghatkopar,2026-07-08,College,Crowding,peak_hour_crowding,Negative,-0.41,High,Working professional,Open,Hinglish,Synthetic Review,trip crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00339,"Overall, The ticket machine was not working and caused a queue.",2,Line 2A,Shimpoli,2026-06-23,College,Ticketing,qr_scanner,Negative,-0.45,High,Working professional,Not Required,English,Synthetic Survey,overall ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF00340,"During my trip, The train was delayed by 20 minutes and I missed my connection.",3,Line 3,BKC,2026-02-26,Tourism,Delay,missed_connection,Neutral,-0.04,Medium,Senior citizen,In Review,English,Synthetic Review,trip train delayed 20 minute missed connection,7,Train & Platform Overcrowding
MPF00341,"In my experience, Better last-mile connectivity would help passengers.",2,Line 2A,Dahisar East,2026-05-13,Shopping,Connectivity,bus_connection,Negative,-0.65,High,Working professional,Not Required,English,Synthetic Complaint,experience better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00342,"In my experience, Train service was running late today. Please improve punctuality.",1,Line 7,Aarey,2026-05-01,Tourism,Delay,missed_connection,Negative,-0.75,High,Senior citizen,Open,English,Synthetic Review,experience train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00343,"Overall, Crowding near the doors made boarding difficult.",2,Line 7,Goregaon East,2026-02-16,College,Crowding,platform_crowding,Negative,-0.53,High,Senior citizen,In Review,Hinglish,Synthetic Review,overall crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00344,"During my trip, The station staff were polite and helpful.",5,Line 2A,Goregaon West,2026-02-15,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.77,Low,Working professional,Not Required,English,Synthetic Survey,trip station staff polite helpful,5,Station Staff Behavior & Security
MPF00345,"During my trip, The interchange process was smooth and well signposted.",5,Line 3,MIDC,2026-07-28,Tourism,Connectivity,bus_connection,Positive,0.77,Low,Student,Not Required,English,Synthetic Survey,trip interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00346,"During my trip, The seating area and signage were useful.",4,Line 3,Aarey JVLR,2026-06-05,College,Facilities,lift,Positive,0.77,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip seating area signage useful,6,Station Seating & Signage Amenities
MPF00347,"During my trip, It was difficult to connect from the metro to the bus stop.",2,Line 6,Kanjurmarg,2026-03-15,Shopping,Connectivity,bus_connection,Negative,-0.55,High,Tourist,Resolved,Hinglish,Synthetic Complaint,trip difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF00348,"In my experience, Please improve passenger safety near the platform edge.",3,Line 2A,Shimpoli,2026-03-23,Daily commute,Safety,general_safety,Neutral,-0.02,Medium,Student,Open,English,Synthetic Review,experience please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00349,"Today, Broken fixtures and damaged signs should be repaired.",2,Line 7,Goregaon East,2026-02-02,Tourism,Maintenance,signage_and_fixtures,Negative,-0.5,High,Tourist,Open,English,Synthetic Survey,today broken fixture damaged sign repaired,7,Train & Platform Overcrowding
MPF00350,"Today, The station floor was dirty and bins were overflowing.",1,Line 2A,Kandarpada,2026-07-15,Shopping,Cleanliness,coach_cleanliness,Negative,-0.89,High,General,Resolved,English,Synthetic Complaint,today station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF00351,"Today, The escalator was not working and needs maintenance.",2,Line 1,Versova,2026-05-15,Other,Maintenance,infrastructure,Negative,-0.81,High,Senior citizen,Open,English,Synthetic Survey,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00352,"Today, Security presence at the station was reassuring.",5,Line 1,Andheri,2026-04-27,Tourism,Safety,general_safety,Positive,0.92,Low,Tourist,Resolved,English,Synthetic Complaint,today security presence station reassuring,5,Station Staff Behavior & Security
MPF00353,"Today, The interchange process was smooth and well signposted.",5,Line 6,Vikhroli,2026-03-19,Daily commute,Connectivity,interchange,Positive,0.64,Low,Tourist,Not Required,English,Synthetic Survey,today interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00354,"Today, The train had comfortable space and was not crowded.",5,Line 1,Ghatkopar,2026-03-01,Shopping,Crowding,peak_hour_crowding,Positive,0.55,Low,Tourist,Not Required,English,Synthetic Complaint,today train comfortable space crowded,7,Train & Platform Overcrowding
MPF00355,"Today, Please train staff to respond more politely to passengers.",2,Line 6,Shyam Nagar,2026-01-21,Other,Staff Behaviour,staff_helpfulness,Negative,-0.8,High,Tourist,Open,Hinglish,Synthetic Review,today please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF00356,"In my experience, The station infrastructure appeared well maintained.",4,Line 2A,Goregaon West,2026-06-08,Daily commute,Maintenance,equipment,Positive,0.72,Low,Working professional,Resolved,English,Synthetic Review,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00357,The lift was out of service and caused inconvenience.,2,Line 7,Mogharpada,2026-03-10,Tourism,Facilities,lift,Negative,-0.92,High,Student,Not Required,English,Synthetic Review,lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF00358,The station staff were polite and helpful.,5,Line 3,Aarey JVLR,2026-06-28,Shopping,Staff Behaviour,staff_politeness,Positive,0.64,Low,Senior citizen,Not Required,English,Synthetic Review,station staff polite helpful,5,Station Staff Behavior & Security
MPF00359,"Today, The coach was extremely crowded during peak hours.",1,Line 7,Aarey,2026-08-01,Work,Crowding,peak_hour_crowding,Negative,-0.62,High,Working professional,In Review,Hinglish,Synthetic Review,today coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00360,Please review the fare for frequent daily commuters.,3,Line 1,DN Nagar,2026-04-10,Daily commute,Fare,frequent_commuter_cost,Neutral,-0.01,Medium,General,Open,English,Synthetic Review,please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00361,"In my experience, The coach was extremely crowded during peak hours.",3,Line 7,Goregaon East,2026-02-25,Shopping,Crowding,peak_hour_crowding,Neutral,-0.08,Medium,Senior citizen,Not Required,English,Synthetic Complaint,experience coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00362,"During my trip, I felt safe throughout the journey and at the station.",5,Line 2A,Poisar,2026-02-09,Work,Safety,security_presence,Positive,0.6,Low,Student,Resolved,Hinglish,Synthetic Complaint,trip felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF00363,"In my experience, Crowding near the doors made boarding difficult.",2,Line 1,DN Nagar,2026-05-18,Other,Crowding,peak_hour_crowding,Negative,-0.39,High,Student,Open,English,Synthetic Complaint,experience crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00364,"During my trip, Security staff guided me properly when I asked for help.",4,Line 2A,Poisar,2026-05-05,Daily commute,Staff Behaviour,security_assistance,Positive,0.84,Low,Tourist,Not Required,English,Synthetic Survey,trip security staff guided properly asked help,5,Station Staff Behavior & Security
MPF00365,"In my experience, There should be more working ticket counters during rush hours.",2,Line 3,BKC,2026-05-16,College,Ticketing,ticket_machine,Negative,-0.62,High,Tourist,Open,English,Synthetic Survey,experience working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF00366,The QR ticket scanner worked smoothly.,5,Line 3,SEEPZ,2026-03-24,Work,Ticketing,qr_scanner,Positive,0.7,Low,Student,Resolved,English,Synthetic Survey,qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF00367,"Today, The ticket price feels expensive for a short journey.",3,Line 1,Ghatkopar,2026-01-25,College,Fare,frequent_commuter_cost,Neutral,-0.07,Medium,Senior citizen,In Review,English,Synthetic Survey,today ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00368,"Overall, Too many passengers were packed into the train today.",1,Line 1,Andheri,2026-05-06,Daily commute,Crowding,platform_crowding,Negative,-0.66,High,Student,Resolved,English,Synthetic Complaint,overall many passenger packed train today,7,Train & Platform Overcrowding
