feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF00628,"During my trip, The coach was clean and well maintained.",5,Line 3,MIDC,2026-01-13,Work,Cleanliness,washroom_cleanliness,Positive,0.73,Low,Working professional,Not Required,English,Synthetic Complaint,trip coach clean well maintained
MPF00629,Good value for money compared with other transport options.,5,Line 6,Swami Samarth Nagar,2026-01-24,Shopping,Fare,fare_value,Positive,0.55,Low,Working professional,Not Required,Hinglish,Synthetic Survey,good value money compared transport option
MPF00630,Very little waiting time today; the train arrived on schedule.,5,Line 3,Aarey JVLR,2026-01-28,Daily commute,Delay,service_frequency,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Complaint,little waiting time today train arrived schedule
MPF00631,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Mogharpada,2026-04-13,Work,Staff Behaviour,security_assistance,Negative,-0.88,High,Student,Open,English,Synthetic Survey,today staff member counter rude unhelpful
MPF00632,"Overall, The ticket price feels expensive for a short journey.",1,Line 7,Aarey,2026-04-16,College,Fare,fare_complaint,Negative,-0.56,High,General,Not Required,English,Synthetic Survey,overall ticket price feel expensive short journey
MPF00633,The station floor was dirty and bins were overflowing.,3,Line 6,Vikhroli,2026-02-14,Other,Cleanliness,washroom_cleanliness,Neutral,-0.04,Medium,Tourist,Open,English,Synthetic Review,station floor dirty bin overflowing
MPF00634,"In my experience, Seats and windows were clean during my journey.",5,Line 7,Jogeshwari East,2026-06-07,Tourism,Cleanliness,coach_cleanliness,Positive,0.73,Low,Working professional,Not Required,English,Synthetic Survey,experience seat window clean journey
MPF00635,The ticket price feels expensive for a short journey.,1,Line 7,Dindoshi,2026-06-14,Shopping,Fare,fare_value,Negative,-0.87,High,Senior citizen,Resolved,English,Synthetic Survey,ticket price feel expensive short journey
MPF00636,"During my trip, The seating area and signage were useful.",4,Line 2A,Goregaon West,2026-07-12,Daily commute,Facilities,lift,Positive,0.81,Low,General,Resolved,English,Synthetic Review,trip seating area signage useful
MPF00637,"In my experience, The platform was overcrowded and felt unsafe.",1,Line 2A,Kandarpada,2026-05-14,Other,Safety,security_presence,Negative,-0.41,High,Working professional,Resolved,English,Synthetic Review,experience platform overcrowded felt unsafe
MPF00638,The train was delayed by 20 minutes and I missed my connection.,2,Line 2A,Poisar,2026-08-01,Work,Delay,late_train,Negative,-0.92,High,Working professional,Resolved,English,Synthetic Complaint,train delayed 20 minute missed connection
MPF00639,"Today, Please improve cleanliness in the washroom area.",2,Line 2A,Goregaon West,2026-03-15,Work,Cleanliness,washroom_cleanliness,Negative,-0.85,High,Working professional,Open,English,Synthetic Review,today please improve cleanliness washroom area
MPF00640,"During my trip, There should be more working ticket counters during rush hours.",2,Line 3,MIDC,2026-07-29,Shopping,Ticketing,counter_queue,Negative,-0.72,High,Tourist,Resolved,English,Synthetic Survey,trip working ticket counter rush hour
MPF00641,"In my experience, The fare is reasonable for the service provided.",5,Line 1,Azad Nagar,2026-03-14,Other,Fare,fare_complaint,Positive,0.61,Low,Working professional,Not Required,English,Synthetic Review,experience fare reasonable service provided
MPF00642,"Overall, The station has clean lifts and working escalators.",5,Line 6,Kanjurmarg,2026-08-25,Work,Facilities,escalator,Positive,0.63,Low,Student,Not Required,English,Synthetic Review,overall station clean lift working escalator
MPF00643,"In my experience, Please review the fare for frequent daily commuters.",2,Line 3,SEEPZ,2026-07-15,Daily commute,Fare,fare_complaint,Negative,-0.7,High,Student,Open,English,Synthetic Survey,experience please review fare frequent daily commuter
MPF00644,"During my trip, Better last-mile connectivity would help passengers.",2,Line 7,Goregaon East,2026-06-11,Shopping,Connectivity,last_mile,Negative,-0.56,High,Working professional,Not Required,English,Synthetic Review,trip better lastmile connectivity would help passenger
MPF00645,"Overall, There should be more working ticket counters during rush hours.",2,Line 1,DN Nagar,2026-07-02,Tourism,Ticketing,counter_queue,Negative,-0.8,High,Working professional,Not Required,English,Synthetic Complaint,overall working ticket counter rush hour
MPF00646,"Overall, The station floor was dirty and bins were overflowing.",2,Line 3,BKC,2026-03-20,College,Cleanliness,washroom_cleanliness,Negative,-0.8,High,General,Resolved,Hinglish,Synthetic Complaint,overall station floor dirty bin overflowing
MPF00647,"During my trip, Seats and windows were clean during my journey.",5,Line 3,Aarey JVLR,2026-01-25,Shopping,Cleanliness,coach_cleanliness,Positive,0.92,Low,Senior citizen,Not Required,English,Synthetic Survey,trip seat window clean journey
MPF00648,"Today, Good value for money compared with other transport options.",5,Line 3,BKC,2026-04-26,Work,Fare,frequent_commuter_cost,Positive,0.62,Low,Working professional,Resolved,English,Synthetic Survey,today good value money compared transport option
MPF00649,"Overall, The station staff were polite and helpful.",5,Line 2A,Shimpoli,2026-01-21,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.65,Low,Tourist,Resolved,English,Synthetic Survey,overall station staff polite helpful
MPF00650,"During my trip, Seats and windows were clean during my journey.",4,Line 1,Azad Nagar,2026-03-10,Shopping,Cleanliness,coach_cleanliness,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Survey,trip seat window clean journey
MPF00651,The station floor was dirty and bins were overflowing.,2,Line 6,Swami Samarth Nagar,2026-04-20,College,Cleanliness,station_cleanliness,Negative,-0.59,High,Tourist,In Review,English,Synthetic Complaint,station floor dirty bin overflowing
MPF00652,"Today, The platform was overcrowded and felt unsafe.",2,Line 7,Goregaon East,2026-04-13,College,Safety,general_safety,Negative,-0.58,High,Senior citizen,In Review,English,Synthetic Complaint,today platform overcrowded felt unsafe
MPF00653,"During my trip, The coach condition was good and everything looked maintained.",5,Line 2A,Dahisar East,2026-08-30,Tourism,Maintenance,equipment,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Complaint,trip coach condition good everything looked maintained
MPF00654,"Today, Very little waiting time today; the train arrived on schedule.",5,Line 1,Versova,2026-06-18,Shopping,Delay,missed_connection,Positive,0.79,Low,General,Not Required,English,Synthetic Review,today little waiting time today train arrived schedule
MPF00655,"Overall, The ticket machine was not working and caused a queue.",3,Line 1,Azad Nagar,2026-03-19,Other,Ticketing,qr_scanner,Neutral,0.08,Medium,General,Resolved,English,Synthetic Survey,overall ticket machine working caused queue
MPF00656,"Today, Crowding near the doors made boarding difficult.",3,Line 6,Vikhroli,2026-04-22,Work,Crowding,platform_crowding,Neutral,-0.05,Medium,Working professional,Not Required,English,Synthetic Survey,today crowding near door made boarding difficult
MPF00657,"Overall, Please improve passenger safety near the platform edge.",2,Line 1,DN Nagar,2026-03-27,Other,Safety,platform_safety,Negative,-0.55,High,Student,Open,English,Synthetic Complaint,overall please improve passenger safety near platform edge
MPF00658,"Today, Seats and windows were clean during my journey.",5,Line 6,Kanjurmarg,2026-01-29,Shopping,Cleanliness,coach_cleanliness,Positive,0.94,Low,Working professional,Not Required,English,Synthetic Survey,today seat window clean journey
MPF00659,"During my trip, The station staff were polite and helpful.",5,Line 7,Mogharpada,2026-05-18,Shopping,Staff Behaviour,staff_politeness,Positive,0.89,Low,General,Not Required,English,Synthetic Complaint,trip station staff polite helpful
MPF00660,"Overall, Security presence at the station was reassuring.",5,Line 3,Marol Naka,2026-03-22,Tourism,Safety,platform_safety,Positive,0.82,Low,Working professional,Resolved,English,Synthetic Review,overall security presence station reassuring
MPF00661,"In my experience, More seating and drinking water facilities are needed.",3,Line 7,Dindoshi,2026-06-26,Other,Facilities,lift,Neutral,-0.07,Medium,Student,In Review,English,Synthetic Complaint,experience seating drinking water facility needed
MPF00662,"During my trip, The lift was out of service and caused inconvenience.",2,Line 7,Mogharpada,2026-08-28,College,Facilities,lift,Negative,-0.91,High,Working professional,Open,Hinglish,Synthetic Complaint,trip lift service caused inconvenience
MPF00663,"Overall, More seating and drinking water facilities are needed.",2,Line 1,DN Nagar,2026-04-11,College,Facilities,lift,Negative,-0.62,High,Tourist,In Review,English,Synthetic Review,overall seating drinking water facility needed
MPF00664,"In my experience, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-03-19,College,Ticketing,counter_queue,Negative,-0.89,High,General,Not Required,Hinglish,Synthetic Complaint,experience ticket machine working caused queue
MPF00665,"Today, Crowding near the doors made boarding difficult.",2,Line 2A,Goregaon West,2026-06-16,Work,Crowding,peak_hour_crowding,Negative,-0.41,High,Working professional,Open,English,Synthetic Complaint,today crowding near door made boarding difficult
MPF00666,"Today, The station floor was dirty and bins were overflowing.",2,Line 7,Mogharpada,2026-01-31,Daily commute,Cleanliness,washroom_cleanliness,Negative,-0.39,High,Senior citizen,Open,Hinglish,Synthetic Survey,today station floor dirty bin overflowing
MPF00667,"Today, The ticket price feels expensive for a short journey.",2,Line 7,Mogharpada,2026-07-10,Work,Fare,fare_complaint,Negative,-0.93,High,Tourist,Open,English,Synthetic Complaint,today ticket price feel expensive short journey
MPF00668,"Today, Good value for money compared with other transport options.",5,Line 1,Azad Nagar,2026-05-27,Daily commute,Fare,frequent_commuter_cost,Positive,0.55,Low,Student,Not Required,English,Synthetic Complaint,today good value money compared transport option
MPF00669,"Today, The station floor was dirty and bins were overflowing.",2,Line 3,SEEPZ,2026-07-28,Work,Cleanliness,washroom_cleanliness,Negative,-0.77,High,Student,Open,English,Synthetic Review,today station floor dirty bin overflowing
MPF00670,"In my experience, Better last-mile connectivity would help passengers.",4,Line 1,Azad Nagar,2026-02-16,Other,Connectivity,last_mile,Positive,0.77,Low,Student,Resolved,English,Synthetic Survey,experience better lastmile connectivity would help passenger
MPF00671,Better last-mile connectivity would help passengers.,2,Line 2A,Dahisar East,2026-01-22,Work,Connectivity,interchange,Negative,-0.87,High,Working professional,In Review,English,Synthetic Survey,better lastmile connectivity would help passenger
MPF00672,The platform was overcrowded and felt unsafe.,2,Line 6,Shyam Nagar,2026-05-06,Tourism,Safety,general_safety,Negative,-0.77,High,Senior citizen,Open,English,Synthetic Complaint,platform overcrowded felt unsafe
MPF00673,The platform was overcrowded and felt unsafe.,1,Line 7,Mogharpada,2026-05-22,Work,Safety,platform_safety,Negative,-0.81,High,Working professional,Open,English,Synthetic Complaint,platform overcrowded felt unsafe
MPF00674,"In my experience, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-04-27,College,Ticketing,ticket_machine,Negative,-0.91,High,Senior citizen,Open,English,Synthetic Review,experience ticket machine working caused queue
MPF00675,"During my trip, Too many passengers were packed into the train today.",2,Line 7,Jogeshwari East,2026-03-22,Tourism,Crowding,door_area_crowding,Negative,-0.52,High,General,Resolved,English,Synthetic Survey,trip many passenger packed train today
MPF00676,"During my trip, The escalator was not working and needs maintenance.",1,Line 3,Aarey JVLR,2026-01-23,Other,Maintenance,equipment,Negative,-0.63,High,General,In Review,English,Synthetic Complaint,trip escalator working need maintenance
MPF00677,Too many passengers were packed into the train today.,1,Line 7,Goregaon East,2026-05-15,Work,Crowding,platform_crowding,Negative,-0.72,High,Tourist,Not Required,Hinglish,Synthetic Survey,many passenger packed train today
MPF00678,"During my trip, The station has clean lifts and working escalators.",5,Line 7,Mogharpada,2026-08-31,Tourism,Facilities,escalator,Positive,0.9,Low,Senior citizen,Not Required,English,Synthetic Review,trip station clean lift working escalator
MPF00679,"In my experience, Better last-mile connectivity would help passengers.",3,Line 2A,Kandarpada,2026-04-07,Other,Connectivity,last_mile,Neutral,-0.05,Medium,General,Open,English,Synthetic Survey,experience better lastmile connectivity would help passenger
MPF00680,"In my experience, The platform was overcrowded and felt unsafe.",2,Line 7,Aarey,2026-03-12,Work,Safety,security_presence,Negative,-0.53,High,Tourist,Resolved,Hinglish,Synthetic Review,experience platform overcrowded felt unsafe
