feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF00642,"Overall, The station has clean lifts and working escalators.",5,Line 6,Kanjurmarg,2026-08-25,Work,Facilities,escalator,Positive,0.63,Low,Student,Not Required,English,Synthetic Review
MPF00643,"In my experience, Please review the fare for frequent daily commuters.",2,Line 3,SEEPZ,2026-07-15,Daily commute,Fare,fare_complaint,Negative,-0.7,High,Student,Open,English,Synthetic Survey
MPF00644,"During my trip, Better last-mile connectivity would help passengers.",2,Line 7,Goregaon East,2026-06-11,Shopping,Connectivity,last_mile,Negative,-0.56,High,Working professional,Not Required,English,Synthetic Review
MPF00645,"Overall, There should be more working ticket counters during rush hours.",2,Line 1,DN Nagar,2026-07-02,Tourism,Ticketing,counter_queue,Negative,-0.8,High,Working professional,Not Required,English,Synthetic Complaint
MPF00646,"Overall, The station floor was dirty and bins were overflowing.",2,Line 3,BKC,2026-03-20,College,Cleanliness,washroom_cleanliness,Negative,-0.8,High,General,Resolved,Hinglish,Synthetic Complaint
MPF00647,"During my trip, Seats and windows were clean during my journey.",5,Line 3,Aarey JVLR,2026-01-25,Shopping,Cleanliness,coach_cleanliness,Positive,0.92,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF00648,"Today, Good value for money compared with other transport options.",5,Line 3,BKC,2026-04-26,Work,Fare,frequent_commuter_cost,Positive,0.62,Low,Working professional,Resolved,English,Synthetic Survey
MPF00649,"Overall, The station staff were polite and helpful.",5,Line 2A,Shimpoli,2026-01-21,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.65,Low,Tourist,Resolved,English,Synthetic Survey
MPF00650,"During my trip, Seats and windows were clean during my journey.",4,Line 1,Azad Nagar,2026-03-10,Shopping,Cleanliness,coach_cleanliness,Positive,0.78,Low,Tourist,Not Required,English,Synthetic Survey
MPF00651,The station floor was dirty and bins were overflowing.,2,Line 6,Swami Samarth Nagar,2026-04-20,College,Cleanliness,station_cleanliness,Negative,-0.59,High,Tourist,In Review,English,Synthetic Complaint
MPF00652,"Today, The platform was overcrowded and felt unsafe.",2,Line 7,Goregaon East,2026-04-13,College,Safety,general_safety,Negative,-0.58,High,Senior citizen,In Review,English,Synthetic Complaint
MPF00653,"During my trip, The coach condition was good and everything looked maintained.",5,Line 2A,Dahisar East,2026-08-30,Tourism,Maintenance,equipment,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Complaint
MPF00654,"Today, Very little waiting time today; the train arrived on schedule.",5,Line 1,Versova,2026-06-18,Shopping,Delay,missed_connection,Positive,0.79,Low,General,Not Required,English,Synthetic Review
MPF00655,"Overall, The ticket machine was not working and caused a queue.",3,Line 1,Azad Nagar,2026-03-19,Other,Ticketing,qr_scanner,Neutral,0.08,Medium,General,Resolved,English,Synthetic Survey
MPF00656,"Today, Crowding near the doors made boarding difficult.",3,Line 6,Vikhroli,2026-04-22,Work,Crowding,platform_crowding,Neutral,-0.05,Medium,Working professional,Not Required,English,Synthetic Survey
MPF00657,"Overall, Please improve passenger safety near the platform edge.",2,Line 1,DN Nagar,2026-03-27,Other,Safety,platform_safety,Negative,-0.55,High,Student,Open,English,Synthetic Complaint
MPF00658,"Today, Seats and windows were clean during my journey.",5,Line 6,Kanjurmarg,2026-01-29,Shopping,Cleanliness,coach_cleanliness,Positive,0.94,Low,Working professional,Not Required,English,Synthetic Survey
MPF00659,"During my trip, The station staff were polite and helpful.",5,Line 7,Mogharpada,2026-05-18,Shopping,Staff Behaviour,staff_politeness,Positive,0.89,Low,General,Not Required,English,Synthetic Complaint
MPF00660,"Overall, Security presence at the station was reassuring.",5,Line 3,Marol Naka,2026-03-22,Tourism,Safety,platform_safety,Positive,0.82,Low,Working professional,Resolved,English,Synthetic Review
MPF00661,"In my experience, More seating and drinking water facilities are needed.",3,Line 7,Dindoshi,2026-06-26,Other,Facilities,lift,Neutral,-0.07,Medium,Student,In Review,English,Synthetic Complaint
MPF00662,"During my trip, The lift was out of service and caused inconvenience.",2,Line 7,Mogharpada,2026-08-28,College,Facilities,lift,Negative,-0.91,High,Working professional,Open,Hinglish,Synthetic Complaint
MPF00663,"Overall, More seating and drinking water facilities are needed.",2,Line 1,DN Nagar,2026-04-11,College,Facilities,lift,Negative,-0.62,High,Tourist,In Review,English,Synthetic Review
MPF00664,"In my experience, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-03-19,College,Ticketing,counter_queue,Negative,-0.89,High,General,Not Required,Hinglish,Synthetic Complaint
MPF00665,"Today, Crowding near the doors made boarding difficult.",2,Line 2A,Goregaon West,2026-06-16,Work,Crowding,peak_hour_crowding,Negative,-0.41,High,Working professional,Open,English,Synthetic Complaint
MPF00666,"Today, The station floor was dirty and bins were overflowing.",2,Line 7,Mogharpada,2026-01-31,Daily commute,Cleanliness,washroom_cleanliness,Negative,-0.39,High,Senior citizen,Open,Hinglish,Synthetic Survey
MPF00667,"Today, The ticket price feels expensive for a short journey.",2,Line 7,Mogharpada,2026-07-10,Work,Fare,fare_complaint,Negative,-0.93,High,Tourist,Open,English,Synthetic Complaint
MPF00668,"Today, Good value for money compared with other transport options.",5,Line 1,Azad Nagar,2026-05-27,Daily commute,Fare,frequent_commuter_cost,Positive,0.55,Low,Student,Not Required,English,Synthetic Complaint
MPF00669,"Today, The station floor was dirty and bins were overflowing.",2,Line 3,SEEPZ,2026-07-28,Work,Cleanliness,washroom_cleanliness,Negative,-0.77,High,Student,Open,English,Synthetic Review
MPF00670,"In my experience, Better last-mile connectivity would help passengers.",4,Line 1,Azad Nagar,2026-02-16,Other,Connectivity,last_mile,Positive,0.77,Low,Student,Resolved,English,Synthetic Survey
MPF00671,Better last-mile connectivity would help passengers.,2,Line 2A,Dahisar East,2026-01-22,Work,Connectivity,interchange,Negative,-0.87,High,Working professional,In Review,English,Synthetic Survey
MPF00672,The platform was overcrowded and felt unsafe.,2,Line 6,Shyam Nagar,2026-05-06,Tourism,Safety,general_safety,Negative,-0.77,High,Senior citizen,Open,English,Synthetic Complaint
MPF00673,The platform was overcrowded and felt unsafe.,1,Line 7,Mogharpada,2026-05-22,Work,Safety,platform_safety,Negative,-0.81,High,Working professional,Open,English,Synthetic Complaint
MPF00674,"In my experience, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-04-27,College,Ticketing,ticket_machine,Negative,-0.91,High,Senior citizen,Open,English,Synthetic Review
MPF00675,"During my trip, Too many passengers were packed into the train today.",2,Line 7,Jogeshwari East,2026-03-22,Tourism,Crowding,door_area_crowding,Negative,-0.52,High,General,Resolved,English,Synthetic Survey
MPF00676,"During my trip, The escalator was not working and needs maintenance.",1,Line 3,Aarey JVLR,2026-01-23,Other,Maintenance,equipment,Negative,-0.63,High,General,In Review,English,Synthetic Complaint
MPF00677,Too many passengers were packed into the train today.,1,Line 7,Goregaon East,2026-05-15,Work,Crowding,platform_crowding,Negative,-0.72,High,Tourist,Not Required,Hinglish,Synthetic Survey
MPF00678,"During my trip, The station has clean lifts and working escalators.",5,Line 7,Mogharpada,2026-08-31,Tourism,Facilities,escalator,Positive,0.9,Low,Senior citizen,Not Required,English,Synthetic Review
MPF00679,"In my experience, Better last-mile connectivity would help passengers.",3,Line 2A,Kandarpada,2026-04-07,Other,Connectivity,last_mile,Neutral,-0.05,Medium,General,Open,English,Synthetic Survey
MPF00680,"In my experience, The platform was overcrowded and felt unsafe.",2,Line 7,Aarey,2026-03-12,Work,Safety,security_presence,Negative,-0.53,High,Tourist,Resolved,Hinglish,Synthetic Review
MPF00681,"Today, Buying the ticket was quick and easy.",5,Line 6,Jogeshwari,2026-05-28,Other,Ticketing,ticket_machine,Positive,0.89,Low,Student,Not Required,English,Synthetic Survey
MPF00682,"Today, Better last-mile connectivity would help passengers.",4,Line 1,Versova,2026-06-07,Work,Connectivity,interchange,Positive,0.92,Low,Tourist,Not Required,English,Synthetic Survey
MPF00683,"In my experience, The interchange process was smooth and well signposted.",5,Line 1,Azad Nagar,2026-04-04,Shopping,Connectivity,interchange,Positive,0.57,Low,Working professional,Not Required,English,Synthetic Survey
MPF00684,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Shyam Nagar,2026-03-16,Daily commute,Delay,service_frequency,Negative,-0.73,High,Senior citizen,Resolved,Hinglish,Synthetic Survey
MPF00685,"In my experience, The ticket machine was not working and caused a queue.",2,Line 3,SEEPZ,2026-08-17,College,Ticketing,qr_scanner,Negative,-0.82,High,General,Not Required,Hinglish,Synthetic Review
MPF00686,"Today, I felt safe throughout the journey and at the station.",5,Line 3,Aarey JVLR,2026-01-03,Daily commute,Safety,platform_safety,Positive,0.67,Low,Student,Not Required,English,Synthetic Review
MPF00687,"In my experience, The station staff were polite and helpful.",5,Line 3,Marol Naka,2026-04-12,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.71,Low,Student,Not Required,English,Synthetic Review
MPF00688,"During my trip, The ticket price feels expensive for a short journey.",1,Line 7,Goregaon East,2026-04-22,Other,Fare,fare_value,Negative,-0.36,High,Tourist,In Review,English,Synthetic Complaint
MPF00689,The station floor was dirty and bins were overflowing.,2,Line 7,Dindoshi,2026-02-20,Other,Cleanliness,station_cleanliness,Negative,-0.71,High,Senior citizen,Open,Hinglish,Synthetic Complaint
MPF00690,"Today, Please review the fare for frequent daily commuters.",3,Line 7,Aarey,2026-01-29,Shopping,Fare,fare_value,Neutral,-0.04,Medium,General,Resolved,English,Synthetic Survey
MPF00691,The train had comfortable space and was not crowded.,5,Line 1,DN Nagar,2026-03-16,College,Crowding,door_area_crowding,Positive,0.57,Low,Tourist,Not Required,Hinglish,Synthetic Review
MPF00692,"Overall, The ticket price feels expensive for a short journey.",3,Line 3,Aarey JVLR,2026-07-30,College,Fare,fare_complaint,Neutral,-0.06,Medium,Student,Open,Hinglish,Synthetic Complaint
MPF00693,"In my experience, The station floor was dirty and bins were overflowing.",2,Line 2A,Poisar,2026-04-20,Work,Cleanliness,coach_cleanliness,Negative,-0.81,High,Tourist,Open,English,Synthetic Survey
MPF00694,"Today, The coach was clean and well maintained.",5,Line 6,Jogeshwari,2026-05-11,Other,Cleanliness,station_cleanliness,Positive,0.67,Low,Working professional,Not Required,English,Synthetic Survey
MPF00695,"During my trip, Seats and windows were clean during my journey.",5,Line 1,Versova,2026-01-14,Work,Cleanliness,washroom_cleanliness,Positive,0.83,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF00696,"In my experience, There should be more working ticket counters during rush hours.",1,Line 7,Dindoshi,2026-01-25,College,Ticketing,qr_scanner,Negative,-0.69,High,Tourist,In Review,English,Synthetic Survey
MPF00697,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Ghatkopar,2026-01-23,College,Crowding,peak_hour_crowding,Positive,0.76,Low,Working professional,Resolved,English,Synthetic Review
MPF00698,"Overall, The coach was clean and well maintained.",5,Line 2A,Goregaon West,2026-05-02,Daily commute,Cleanliness,coach_cleanliness,Positive,0.83,Low,Student,Not Required,Hinglish,Synthetic Complaint
MPF00699,"Today, Train service was running late today. Please improve punctuality.",3,Line 6,Jogeshwari,2026-07-03,Tourism,Delay,late_train,Neutral,0.04,Medium,Senior citizen,Resolved,Hinglish,Synthetic Complaint
MPF00700,"In my experience, More seating and drinking water facilities are needed.",2,Line 3,Aarey JVLR,2026-02-18,College,Facilities,seating_and_water,Negative,-0.85,High,Working professional,Not Required,English,Synthetic Complaint
MPF00701,"Today, The metro connection to other transport was convenient.",5,Line 3,Marol Naka,2026-02-10,Shopping,Connectivity,last_mile,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Survey
MPF00702,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 2A,Goregaon West,2026-01-12,Work,Delay,missed_connection,Negative,-0.77,High,Senior citizen,Open,English,Synthetic Survey
MPF00703,"Overall, Train service was running late today. Please improve punctuality.",2,Line 2A,Kandarpada,2026-01-01,Daily commute,Delay,missed_connection,Negative,-0.43,High,Working professional,Resolved,Hinglish,Synthetic Survey
MPF00704,"In my experience, Security presence at the station was reassuring.",5,Line 7,Mogharpada,2026-07-30,Shopping,Safety,security_presence,Positive,0.84,Low,General,Resolved,English,Synthetic Survey
MPF00705,"In my experience, The train had comfortable space and was not crowded.",5,Line 2A,Kandarpada,2026-06-04,Other,Crowding,platform_crowding,Positive,0.59,Low,Tourist,Resolved,Hinglish,Synthetic Complaint
MPF00706,"Overall, Security staff guided me properly when I asked for help.",5,Line 2A,Poisar,2026-08-19,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.8,Low,Working professional,Not Required,English,Synthetic Survey
MPF00707,"Overall, Crowding near the doors made boarding difficult.",2,Line 1,Azad Nagar,2026-02-11,Other,Crowding,peak_hour_crowding,Negative,-0.61,High,Working professional,Not Required,English,Synthetic Review
MPF00708,The station staff were polite and helpful.,5,Line 3,BKC,2026-06-04,Other,Staff Behaviour,staff_politeness,Positive,0.65,Low,Tourist,Resolved,English,Synthetic Survey
MPF00709,The train was delayed by 5 minutes and I missed my connection.,2,Line 3,Marol Naka,2026-05-19,Daily commute,Delay,missed_connection,Negative,-0.8,High,Senior citizen,Open,English,Synthetic Survey
MPF00710,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 7,Aarey,2026-05-20,College,Staff Behaviour,security_assistance,Negative,-0.46,High,Senior citizen,Open,English,Synthetic Survey
MPF00711,The coach was clean and well maintained.,5,Line 7,Mogharpada,2026-04-20,Tourism,Cleanliness,station_cleanliness,Positive,0.67,Low,Tourist,Not Required,English,Synthetic Survey
MPF00712,"Today, The ticket machine was not working and caused a queue.",1,Line 2A,Kandarpada,2026-01-20,Daily commute,Ticketing,qr_scanner,Negative,-0.65,High,Working professional,In Review,English,Synthetic Review
MPF00713,"In my experience, I felt safe throughout the journey and at the station.",5,Line 7,Aarey,2026-06-25,Tourism,Safety,security_presence,Positive,0.62,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF00714,"Today, I felt safe throughout the journey and at the station.",5,Line 6,Shyam Nagar,2026-03-23,Other,Safety,platform_safety,Positive,0.92,Low,Student,Resolved,English,Synthetic Survey
MPF00715,"In my experience, The station has clean lifts and working escalators.",5,Line 3,Marol Naka,2026-04-01,College,Facilities,escalator,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Review
